video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"hsm4poTWjMs","Cardi B - WAP feat. Megan Thee Stallion [Official Music Video]","2020-08-07T04:00:10Z","UCxMAbVFmxKUVGAll0WVGpFw","Cardi B","10","2020-08-13T00:00:00Z","Cardi B|Cardi|Atlantic Records|rap|hip hop|trap|latin|Bodak Yellow|bloody shoes|red bottoms|i like it|invasion of privacy|offset|bruno mars|finesse|WAP|Meg|Stallion|Hottie|Bardi|Bardi Gang|Megan The Stallion|Megan Thee Stallion|Worldstar|Onlyfans|Press|Money|Savage|cJc7xWJbwJw|lEIqjoO0-Bs|Kulture|Shaderoom|Baller Alert","82765322","2932448","408064","282773","https://i.ytimg.com/vi/hsm4poTWjMs/default.jpg","False","False","Cardi B - WAP feat. Megan Thee StallionStream/Download - https://CardiB.lnk.to/WAPSubscribe for more official content from Cardi B: https://CardiB.lnk.to/SubscribeFollow Cardi Bhttp://cardibofficial.comhttp://Twitter.com/IAmCardiBhttp://Facebook.com/IAmCardiBhttp://Instagram.com/f/iamcardibhttp://Soundcloud.com/IAmCardiBExclusive Bardi Gang merchandise available here: http://smarturl.it/BardiGangMerchYTLABELAtlantic RecordsCommissioner: Kareem Johnson / OverScene LLCSVP / Head of Marketing:  Marsha St. Hubert PRODUCTIONProd Co: Boy in the CastleDirector: Colin TilleyCreative Director: Kollin Carter & Patientce FosterExec Producer: Jamee RantaProducer: Whitney JacksonDirector of Photography: Elias Talbot1st AD: Ev Salomon Editor: Vinnie HobbsBeauty: Sunset EditChoreography: J.K. Creatives, Inc.Choreographer: JaQuel KnightAssistant Choreographers : Darina Littleton and Ashley Seldon CARDI B GLAMStyling: Kollin CarterStyling Asst: Jennifer UdechukwuHair: Tokyo StylezMakeup: Erika RomanNails: Jenny Bui (Nails on 7th)  MEGAN THEE STALLION GLAMStyling: EJ KingHair: Kellon DeryckMakeup: Megan Thee StallionNails: Coca MichelleThe official YouTube channel of Atlantic Records artist Cardi B. Subscribe for the latest music videos, performances, and more."
"tQ7lOEoKgwM","쇳물로 만든 비룡도.. 부스터키고 실제주행한다!! (드디어 업로드ㅋㅋ)","2020-08-08T00:00:06Z","UCUsrcN6Vtqr05ibbow_rnBw","닥터파이어","20","2020-08-13T00:00:00Z","카트라이더 러쉬 플러스|카트라이더 러쉬 플러스 제노|카트라이더 러쉬 플러스 쿠폰|카트라이더 러쉬 플러스 L1|카트라이더 러쉬 플러스 L2|카트라이더 러쉬 플러스 k코인 얻는법|카트라이더 러쉬 플러스 k코인|카트라이더 러쉬 플러스 잘하는법|카트라이더|카트라이더 제노|카트라이더 드리프트|카러플|제노|테드|ted|june|sanago|사나고 카트라이더|아재|mr.아재|만들기|3d펜|카트라이더 3d펜|캔|알루미늄|게임|kartrider|카트라이더 모바일|드리프트|핑크코튼|솔라|세이버red|세이버|무과금|rc카|재활용|닥터파이어|닥파|퍼플미티어|연습카트|연카|쥰|사나고|판다카트|레전드|비밀코드|비룡도|비룡도 출시|비룡도 비밀코드|비룡도 얻는법|비룡도 패키지|비룡도 리뷰|비룡도 보물상자","255681","7992","181","1406","https://i.ytimg.com/vi/tQ7lOEoKgwM/default.jpg","False","False","#카트라이더러쉬플러스 #카트라이더 #비룡도닥파 구독해주세요 https://goo.gl/eR9qH1★닥터파이어 브롤스타즈 이전영상 다시보기★펩시로만든 메카크로우https://youtu.be/pCgmUra83WY감자로만든 로보 스파이크https://youtu.be/e0Ouu8ra_cg쇳물로만든 비비 방망이https://youtu.be/JcIQSrHhK7Y비누로 만든 스파이크https://youtu.be/i8Mdqy2VsKE쉘리 샷건https://youtu.be/HK_1ahPbNMA콜트 리볼버https://youtu.be/L4Ny6VEx9qk레온 크로우 표창대결https://youtu.be/TUOkntNDlDc프랭크 쇳물 거대망치https://youtu.be/_0msFmlwLIk브록의 4연발 로켓포https://youtu.be/-VkVolKuDvU★이전 배틀그라운드 방송영상 링크캬규팔 8배율 스코프 https://youtu.be/EI-tTIOnev4버기 RC카 https://youtu.be/fyghBL27gUg보급상자 가습기 https://youtu.be/7CxAgmOVPyc배틀그라운드 볼펜 시리즈https://youtu.be/huQD7AaftmUhttps://youtu.be/jfiRfnCLP_E7탄 볼펜+필통 https://youtu.be/RTKBokg-Kow3뚝헬멧 저금통  https://youtu.be/j_IXb3wSE3U배그 욘막탕 가습기 https://youtu.be/scokDMyJ3RE진짜 하늘을 나는 배그 수송기(비행기) https://youtu.be/Cj1ows5z9q0배그 후라이팬 만들기 https://youtu.be/nEkEDxZTqfMCopyright ⓒ 2016 All Rights Reserved.Copyright of the image is in this channel. It is possible to change one / distribution without permission to share this video is not available.Subscribe: https://goo.gl/eR9qH1"
"AQ2p8hxX90Y","[19/20 UCL 16강 2차] 바르셀로나 vs 나폴리 H/L","2020-08-08T21:55:57Z","UCtm_QoN2SIxwCE-59shX7Qg","SPOTV","17","2020-08-13T00:00:00Z","SPOTV|스포티비|바르셀로나|나폴리|챔피언스리그|메시|수아레스|렁글레|가투소|슈테켄|인시녜|메르텐스","901557","6470","166","2823","https://i.ytimg.com/vi/AQ2p8hxX90Y/default.jpg","False","False","바르셀로나 vs 나폴리 경기 하이라이트"
"NFa38a2XStM","이게 왜 진짜야..? 실제 있었던 일인데도 주작같은 황당한 실화 TOP10","2020-08-08T02:00:02Z","UCvi7EYzMlfSB0ZkX55i5LlA","타임스낵","24","2020-08-13T00:00:00Z","타임스낵|TIME SNACK|시간 때우는 채널|시간 때우는 영상|시간 때우기|재밌는 영상|레전드|베스트|웃긴 영상|웃음참기|웃음참기 챌린지|자막드립|유머스낵|바삭이|스낵이|반죽이|주작|실화|황당한|조작","913694","13734","201","2586","https://i.ytimg.com/vi/NFa38a2XStM/default.jpg","False","False","내용이 너무 황당해서 주작보다 더 주작같은 실화 TOP10을 선별해봤습니다! 맛있게 시청하세요!!♥🍪 우리 바삭이들 사랑해요 ㅎㅎ ♥🍪 반죽이들도 구독해줄꺼죠? :) 🍪 늘 재밌는 영상으로 보답할게요!!🍪 타임스낵 부캐 유머스낵도 많이 사랑해주세요ㅎㅎ🍪 제보와 문의는 [ timesnack24@gmail.com ] 으로 메일주세요!!#타임스낵#유머스낵#랭킹스낵"
"F1gLID2d8qY","칸토 (KANTO) 'I'm So Fine (Feat. 김호중)' LYRIC VIDEO","2020-08-09T09:00:08Z","UCAkWpyeieFjzS7GzSJMArhQ","BRANDNEW MUSIC","10","2020-08-13T00:00:00Z","#브랜뉴뮤직|#BRANDNEWMUSIC|#칸토김호중|#김호중칸토","71997","7373","23","1521","https://i.ytimg.com/vi/F1gLID2d8qY/default.jpg","False","False","칸토 (KANTO) 'I'm So Fine (Feat. 김호중)' LYRIC VIDEO'I'm So Fine' Available Everywhere Now! Melon : http://kko.to/KEa3kgzYHApple Music : https://music.apple.com/us/album/im-so-fine-feat-kim-hojung-single/1527029835작사 : 칸토작곡 : Holic, 칸토편곡 : Holic[LYRICS]How about you ay하루하루 꽤 좋게 보내 너랑 헤어지고 난 뒤에두꺼워진 지갑 더 이상 Don’t wear skinny jeans같이 볼 걱정 없이 정주행 N flix내 마음껏 쇼핑긁어 크레딧 카드Without somebody 잔소리부담 없는 왼쪽 귀땡길 때 drink We gotta 1, 2, 3차를 넘어마음껏 chill근데 실은 말이야 한구석네가 아직도 존재하고 있어더 괜찮은 척해도네가 덩치를 불려 너의 기억이 더 커져 그래Girl I want your love지금 바로 당장Girl I want your hugNo, I’m so fine하루 종일 좋다가 또 왜난 너의 기억들을 꺼내널브러진 추억 속에 갇혀 No way (no way)Don't get me wrong붙잡는 건 아냐 (아냐)궁금할 뿐이야 난 그냥아니 보고 싶은 마음아니 I’m so fineI’m so fineLa la laI’m so fineI’m so fineLa la laI’m so fine도로 위 차들에 비친 모습에 나 하나밖에 없는 것도 fine모든 자리 혼자 나간 걸 이젠 아무도 어색해 하지 않는 걸 fine아무렇지 않아 아냐 아무래도 난 아직 잔에 추억을 따라들이 마신 뒤 비워낸 잔에 채울 널 찾아 다시혼자 해야될 것들이 늘어났지선택해 너의 현명함 없이고민을 할 때도네가 덩치를 불려너의 기억이 더 커져 그래Girl I want your love지금 바로 당장Girl I want your hugNo, I’m so fine하루 종일 좋다가 또 왜난 너의 기억들을 꺼내널브러진 추억 속에 갇혀No way (no way)Don't get me wrong붙잡는 건 아냐 (아냐)궁금할 뿐이야 난 그냥아니 보고 싶은 마음아니 I’m so fine말해 시간이 답근데 매일 무의미한도전만 늘어나 tic tocNo, I’m so fine하루 종일 좋다가 또 왜난 너의 기억들을 꺼내널브러진 추억 속에 갇혀 No way (no way)Don't get me wrong붙잡는 건 아냐 (아냐)궁금할 뿐이야 난 그냥아니 보고 싶은 마음아니 I’m so fineI’m so fineLa la laI’m so fineI’m so fineLa la laI’m so fine칸토 (KANTO) Official @http://www.facebook.com/KANTOofficialhttp://www.instagram.com/choikantohttp://twitter.com/kanto94BRANDNEW MUSIC Official @http://www.facebook.com/brandnewmusic2011http://www.instagram.com/brandnewmusic2011http://twitter.com/BN_Music#칸토 #김호중 #ImSoFine #KANTO #KIMHOJOONG #브랜뉴뮤직 #BRANDNEWMUSIC"
"IKU13qDja7g","🌈🌟고간지도 첫눈에 반한 똥꼬발랄한 찐하이틴룩💖☀ (핵귀염교진/시크스웩서연/GO간지특집/레전드하이틴룩) [이옷주세요 EP.12]","2020-08-08T03:00:07Z","UCtDcEbupijR_gufF7PIEDGQ","ZAMSTER 잼스터","24","2020-08-13T00:00:00Z","꿀잼|존잼|존웃|blind dating|소개팅|블라인드소개팅|데일리룩|패션|코디|OOTD|룩|소개팅성공|소개팅메이크업|소개팅패션|solfa소개팅|소개팅룩|소개팅앱|레전드패션|훈남|남자|여자|연애|사랑|남친룩|여친룩|데이트룩|데이트패션|10대코디|남자들이 미치는|여자들이 미치는|환장하는|여자패션|남자패션|20대코디|미향언니|이로운|홍대|부산|홍대패피|패피|포카리|여름패션|존예|존잘|썸머","239464","4265","79","309","https://i.ytimg.com/vi/IKU13qDja7g/default.jpg","False","False","고간지 시즌1, 시즌2 찐패피 출연!! 90년대 날라리 출신 미향언니가 추천해주는 90S 하이틴 패쑌!! ---------------- 이옷주세요 시즌2는 클로넷과 함께 합니다 😉 ------------------영상에 나온 옷들 여기로! 👉👉 https://clonet.page.link/QuM6💁 ♂ 클로넷 앱 다운받고 실용갑찐예쁜 아이템들 구경하러 오세요 🙋90년대부터 쭉 놀아온 미향언니의 미쿡 하이틴룩은??👩 🎤🐰핑쿠핑쿠 토끼털도 소화해버리는 고간지 교진💫패턴에 패턴에!! 패턴을 더해도!! 찰떡인 서연꺌꺌 터져버린 텐션과 광대승천 아이템이 궁금하다면 최종화면까지 꼬고👍#여친룩 #이옷주세요 #클로넷"
"M-HiHYebrJM","여의도 지하차도에 갇힌 잉어·메기 구출작전!","2020-08-07T08:57:57Z","UCHBvfByzuzamrZiL398jopQ","News1 눈TV","25","2020-08-13T00:00:00Z","여의도|폭우|한강","639314","3376","156","848","https://i.ytimg.com/vi/M-HiHYebrJM/default.jpg","False","False","(서울=뉴스1) 박혜성 기자 이밝음 기자 = 서울에 6일 하루에만 100㎜(관악구 남현동 6일 강수량 119.5㎜)가 넘는 폭우가 쏟아진 가운데 이튿날인 7일 오후 서울 한강 둔치에서는 잉어와 메기, 붕어를 구출하는 웃지 못할 해프닝이 벌어졌다. 서울 영등포경찰서 여의도지구대는 이날(7일) 낮 12시께 여의도 둘레를 순찰하던 도중 국회한옥사랑재와 국회둔치주차장 사이 지하차도에서 100여마리의 어류가 헤엄치는 것을 발견했다.전날(6일) 한강 수위가 홍수 주의보 기준인 8.5m를 훌쩍 뛰어넘고, 낮 2시40분 8.73m까리 올라가면서 올림픽대로와 강변북로 등 도로 통행과 함께 출입이 통제됐다 해제된 여의도공원에 물고기들이 들어온 것이다. 일부는 물이 없는 하수구 위에서 놓여서 헐떡거리기도 했다.한강홍수통제소에 따르면 한강 수위는 이날(7일) 오후 1시40분 기준 6.46m까지 낮아진 상태다. 하루만에 수위가 2m 넘게 오르내리면서 지하차도에 들어왔던 물고기들은 오가지 못한 상황에 놓였었다.경찰은 한강사업본부에 이를 알렸고, 오후 1시20분부터 '구출 작전'이 시작됐다.삽으로 물고기를 조심스럽게 담은 직원들은 민물로 서둘러 옮겨서 한강에 방류했다. 이들 어종은 천연기념물이나 희귀종은 아니지만 오염물 무단 방류나 수온 변화 등 한강의 상태를 확인할 수 있는 '한강 동식물 생태계'에 포함돼 있다.한강사업본부 직원은 2000년 이후 이런 일은 처음 보며, 홍수로 수위가 높아져서 벌어진 일로 보인다고 설명했다."
"MKVtK_MpwLk","보겸 BBQ 광고 아니다 내가 이병헌이냐!! 알고보니 뒷광고... 광고 표시도 안함...","2020-08-09T13:24:12Z","UCVWN__TENeCRT8P6B6SwNog","정배우 : 사건사고이슈","24","2020-08-13T00:00:00Z","정배우|사건|사고|이슈|주작|검거|피해자|공론화|폭로|유튜버|인터뷰","586403","14373","12814","8175","https://i.ytimg.com/vi/MKVtK_MpwLk/default.jpg","False","False","#뒷광고 #내돈내산 #보겸 #보겸뒷광고 #보겸치킨 #보겸bbq #보겸비비큐 #참피디 #참pd #쯔양 #양팡 #푸메 #도티 #한혜연"
"oDE21Dg7kV4","(EN) 이제 와서 죄송합니다. 결방 이유 직접 보여드리겠습니다. (Ziplining, Go-Karting And Off-Roading)ㅣ와썹맨2 ep.6.5ㅣ박준형","2020-08-12T08:00:07Z","UCYgUhR7EGKauFXgJS0pckGg","와썹맨-Wassup Man","24","2020-08-13T00:00:00Z","와썹맨|와썹맨2|wassupman|스튜디오룰루랄라|studiolululala|핫플|핫플레이스|hot|place|리뷰|review|전|음식|맛집|가평|액티비티|노잼|결방|해명|논란|설명|빠지|여행|수상|레저|산악|오프로드|짚라인|카트","217643","4865","89","474","https://i.ytimg.com/vi/oDE21Dg7kV4/default.jpg","False","False","무서운 게 없는 반백살의 가평 액티비티 체험기 드디어 공개합니다. (Feat. 결방 이유)이번 기회로 구독자 여러분들의 소중함을 다시 한번 깨달았고앞으로 이런 불상사가 없도록 더 재미있는 컨텐츠로 찾아뵙겠습니다.The fearless Joon takes on summer activities in Gapyeong!(Feat. the reason for the canceled episode two weeks ago)We're reminded of how precious our subscribers are through this process.We'll continue to bring fun content so hopefully, this won't happen again. #와썹맨2#박준형#여행#가평 #액티비티 #결방 #WassupMan2 #JoonPark #Vlog#Gapyeong #Summer #Activity✅매주금요일오후 5시!구독!팔로우!댓글!알람!!래쓰기릿~넷플릭스 [와썹맨 GO!]보러가기▶bit.ly/wassupmango✅Every Friday at 5 PM KST! Subscribe! Follow! Reply! Alarm!! Let's get it~Netflix [Wassup Man GO!] ▶bit.ly/wassupmango"
"04l4LH_U21E","[집방캠][4K] 덤디덤디(DUMDi DUMDi) - (여자)아이들 ((G)I-DLE) LIVE│200806 컬투쇼","2020-08-07T06:06:51Z","UCAmff0euQRf6RwVlbB8PLMw","SBS Radio 에라오","10","2020-08-13T00:00:00Z","sbs라디오|에라오|라디오|보는라디오|여자아이들|DDDD|컬투쇼여자아이들|아이들|덤디덤디|UMDiDUMDi|라이브|컬투쇼","774972","0","0","1995","https://i.ytimg.com/vi/04l4LH_U21E/default.jpg","False","True","에라오에서 선보이는 새로운 이 시국 콘텐츠✨'집'에서 즐기는 라디오 '방'청 1열 '캠'(CAM)📹 = 집방캠라디오 방청 와서 1열에 앉아 있는 듯 고화질 라이브 공연을 즐기세요!(여자)아이들만의 트로피컬 한 여름을 느낄 수 있는 신곡 ‘덤디덤디(DUMDi DUMDi)’🥁이번 컨셉도 찰떡처럼 잘 어울리는 🌴믿.듣.아🌴슈화 심장처럼 덤디덤디한 라이브를 즐겨보세요👀👂2020년 8월 6일 두시탈출 컬투쇼🎼 덤디덤디(DUMDi DUMDi) - (여자)아이들((G)I-DLE) LIVE"
"BORZwEdEiJg","사실상 참PD가 가장 분노했던 먹방유튜버 나름TV [이슈왕]","2020-08-05T14:02:54Z","UClyThsEAiGbNeDFH5mAyumw","이슈왕 TV","24","2020-08-13T00:00:00Z","참PD|나름TV|유튜버|크리에이터|먹방|음식|뒷광고","1821787","13665","1736","3845","https://i.ytimg.com/vi/BORZwEdEiJg/default.jpg","False","False","유튜버 참PD의 생방송 이후 많은 것들이 변해 있는 상황입니다.한편 그가 당시 가장 많이 거론했던 먹방 크리에이터가 있습니다.그 이유를 영상을 통해 확인해보세요![영상은 모두 이슈왕TV에서 제작되었습니다]Copyright ⓒ by ISSUE KING All Rights Reserved"
"2YW5R97Hxf4","[#사이코지만괜찮아] 도희재 복선 모음.zip 장영남 배우님,, 연기 살살 좀 해주세요(T^T) 너무 무서움,, | It's Okay to Not Be Okay #Diggle","2020-08-07T06:00:01Z","UC9w-h_ciMmX64TcLRcb1xPg","tvN DRAMA","24","2020-08-13T00:00:00Z","tvN|tvN DRAMA|사이코지만 괜찮아|김수현|서예지|오정세|박규영|Diggle|디글|Diggle 사이코지만괜찮아|장영남|김주헌|사이코지만 괜찮아 다시보기|사이코지만 괜찮아 공식영상|강기둥|도희재|박행자|사이코지만 괜찮아 고문영 엄마|사이코지만 괜찮아 장영남|사이코지만 괜찮아 수간호사|장영남 정체|사이코지만 괜찮아 장영남 정체|장영남 연기|사이코지만 괜찮아 엄마|배우 장영남|tvn 장영남|사이코지만 괜찮아 범인|도희재 정체|도희재 사이코|도희재 고대환|사괜 도희재|도희재 고문영|고문영 엄마","1247812","11153","201","1107","https://i.ytimg.com/vi/2YW5R97Hxf4/default.jpg","False","False","#tvN 새 #토일드라마 {#사이코지만괜찮아}6월 20일 [토] 밤 9시 tvN 첫 방송 / 매주 [토,일] 밤 9시 tvN 방송버거운 삶의 무게로 사랑을 거부하는 정신병동 보호사 강태(김수현)와태생적 결함으로 사랑을 모르는 동화 작가 문영(서예지)이서로의 상처를 보듬고 치유해가는 한 편의 판타지 동화 같은 힐링 로맨스공홈 http://program.tving.com/tvn/tvnpsycho네이버TV https://tv.naver.com/cjenm.tvNpsycho/Let's giggle, :Diggle!방송국놈들이 덕질하는 채널 디글 구독하기! :Diggle ☞ https://bit.ly/2Urls34"
"mEAIdRGCIY0","한말씀 더 드리겠습니다","2020-08-08T11:54:57Z","UCu9BCtGIEr73LXZsKmoujKw","보겸 BK","24","2020-08-13T00:00:00Z","보겸|bokyem","2916194","54454","22264","29043","https://i.ytimg.com/vi/mEAIdRGCIY0/default.jpg","False","False",""
"IOe0GGG2wcg","태권도장에서 당했던 잊혀지지 않는 사건... ㅣ사연툰","2020-08-10T02:45:00Z","UCHj3qb7u4WUfUrjlOJtPdKA","호돌이 영상툰","1","2020-08-13T00:00:00Z","호돌이영상툰|사연툰","243023","4921","137","1408","https://i.ytimg.com/vi/IOe0GGG2wcg/default.jpg","False","False","───────▼─호돌이 영상툰─▼─────호돌이 영상툰에 오신걸 환영합니다! ^_^사연을 영상툰으로 만듭니다.영상으로 만드는 과정 중 각색 및 허구가 있음을 알려드립니다구독 & 좋아요 알람설정 부탁드립니다!─────────────────────────────────────────▲ 호돌이 영상툰 구독하기 → https://bit.ly/2ATbQ8B▲ 영상 제보하는법 → 카카오톡 플러스친구 호돌이 영상툰 검색 후에 친구추가 해서 사연보내주세요!▲ 배경음악: 뿌요님 https://www.youtube.com/watch?v=u362E57fA8Y이야기의 출처는 제보 or 인터넷 유명 이야기들 or 창작 및 각색 입니다#사연툰─────────────────────────────────────────광고, 협찬 및 모든 문의는 hodoli0high@gmail.com으로 보내주세요!  감사합니다!"
"oU5IV35puhY","[sub] 🥔EP.2-2 드디어 밝혀지는 마지막 영업비밀,,,새로운 알바의 등장!!  | 나홀로 이식당 풀버전","2020-08-07T14:33:35Z","UCQ2O-iftmnlfrBuNsUUTofQ","채널 십오야","24","2020-08-13T00:00:00Z","나영석|나PD|신서유기|신서유기외전|아간세|아이슬란드|아이슬란드간세끼|이수근|수근세끼|은지원|지원세끼|삼시세끼|세끼|신효정|나피디|묘한이|tvN|라끼남|라면|라면끼리는남자|강호동|양정우|육봉선생|6봉선생|안성탕면|농심|너구리|신라면|짜파게티|짜파구리|진라면|불닭볶음면|팔도|라면먹방|먹방|마포멋쟁이|마포|멋쟁이|송민호|표지훈|민호|지훈|피오|MINO|PO|P.O|위너|WINNER|이너써클|INNERCIRCLE|인서|꿀벌|bbc|비비씨|송표|표송|패션|패션유튜버|패션유튜브|삼시네세끼|자급자족|합숙|달나라공약이행프로젝트|달나라프로젝트|공약|달나라|달|젝스키스|젝키|젝서키|젝스키|지원|이재진|재진|김재덕|재덕|장수원|수원|SechsKies|Sechs Kies|슬의|슬기로운하드털이|슬의생|슬기로운의사생활|신원호|워노|이우정|조정석|정경호|유연석|김대명|전미도|이익준|김준완|안정원|양석형|채송화|용석민|문태유|도재학|이익순|곽선영|겨울정원|신현빈|장겨울|수빈쌤|hospitalplaylist","1942006","25720","355","1755","https://i.ytimg.com/vi/oU5IV35puhY/default.jpg","False","False","사실영업비밀까진 아니구,,#나노 #나알바 #본사직원메인셰프 이수근, 주방보조 이수근, 설거지 이수근, 서빙 이수근, 계산 이수근, 그 외 이수근어차피 인생은 혼자~ '나홀로 이식당' 매주 금요일 밤 10시 50분 tvN풀버전은 방송직후 '채널십오야' 유튜브에서!이식당 영업비밀이 궁금하다면🥔https://bit.ly/2RpuQEt"
"I4Z0_AygkJg","오가나 입니다.","2020-08-14T03:10:50Z","UC8av1CNslnPQS3N08rkzzhQ","오프라이드oh-pride","2","2020-08-14T00:00:00Z","[None]","262922","2309","5441","2537","https://i.ytimg.com/vi/I4Z0_AygkJg/default.jpg","False","False",""
"z6q98btlSh4","'최초 공개' 댄싱킹★ '박진영'의 'When We Disco(Duet with 선미)' 무대","2020-08-13T13:15:01Z","UCbD8EppRX3ZwJSou-TVo90A","Mnet K-POP","24","2020-08-14T00:00:00Z","엠넷|mnet|kpop|k-pop|star|program|엠카운트다운|엠카|MCOUNTDOWN|MCD|박진영|JYP|JYPark|SUNMI|선미|웬위디스코|When We Disco","724225","28722","609","2122","https://i.ytimg.com/vi/z6q98btlSh4/default.jpg","False","False","M COUNTDOWN｜Ep.678웬 위 디스코 듣자마자 퇴근길 만원 지하철에서 별안간 쓰러져서 이목을 집중시킨 다음에 다가오는 사람한테 이어폰 껴주고 When We Disco 들려준 다음에 그 사람이랑 같이 디스코 추고 싶어졌어요. 그렇게 한사람씩 동참시키면 10분만에 5천만 국민 디스코 열풍 가능☆ 'When We Disco(Duet with 선미)' 무대!박진영 - 웬 위 디스코(Duet with 선미) (J.Y. Park - When We Disco(Duet with SUNMI))World No.1 Kpop Chart Show M COUNTDOWN  Every Thur 6PM(KST) Mnet Live on Air 매주 목요일 저녁 6시 엠넷 생방송 -▶ Mnet 유튜브 구독하기: http://www.youtube.com/subscription_center?add_user=MnetLike Facebook and Twitter for more k-pop newshttps://facebook.com/MnetOfficialhttps://facebook.com/MCOUNTDOWNhttps://twitter.com/MnetKR"
"mZuzd1B-Mm8","＂너 목소리가 너무 커!!!!＂ 유치뽕짝 말장난의 달인 탁재훈 모음ZIP. 1탄 [예능맛ZIP/미운우리새끼]","2020-08-13T09:00:30Z","UCy-swBYpRZx7KW11FStjTgw","레알예능 스브스","24","2020-08-14T00:00:00Z","미운우리새끼|미우새|My Little Old Boy|김종국|미우새 김종국|미운우리새끼 김종국|탁재훈|미우새 탁재훈|미운우리새끼 탁재훈|탁재훈 김종국|이상민|임원희|김희철","669695","5075","362","822","https://i.ytimg.com/vi/mZuzd1B-Mm8/default.jpg","False","False","[예능맛ZIP/미운우리새끼]＂너 목소리가 너무 커!!!!＂ 유치뽕짝 말장난의 달인 탁재훈 모음ZIP. 1탄#미운우리새끼 #MyLittleOldBoy #예능맛ZIP"
"k-sF3TqJJEU","술 한잔 마셨습니다... 저의 진심이 느껴지길 바랍니다","2020-08-13T11:00:21Z","UCZf4ZESHAIuRtZ-eoMSL97A","시즌비시즌 Season B Season","22","2020-08-14T00:00:00Z","시즌비시즌|시즌 비시즌|비 유튜브|비 유튜트 채널|비 채널|가수 비|김태희 비|김태희|싹쓰리|ssak3|놀면뭐하니|다시여기바닷가|신난다|이효리|유재석|비 마마무|조충현|토크온|토크온 레전드|토크온 성대모사|스튜디오 룰루랄라|룰루랄라 비|비유튜브","384966","16196","360","3599","https://i.ytimg.com/vi/k-sF3TqJJEU/default.jpg","False","False","#시즌비시즌_ep1 #UBD #구독은했지_꾸러기들 술 한잔 마셨습니다... 유튜브 잘 안돼도 좋습니다. 최선을 다했고 열심히 했습니다 저의 진심이 느껴지길 바랍니다 고맙습니다...#UBD #비 #가수비 #비유튜브 #비유튜브채널 #스튜디오룰루랄라 #비김태희 #놀면뭐하니 #정지훈 #rain_oppa"
"t93TZq10fyg","※낚시꾼 출몰 주의※ 입만 열면 떡밥 투척?🐟 낚시는 기본ㅋ 허세는 국룰ㅋ이라는 낚시꾼들의 성지 실내 낚시터 알바 리뷰 | 워크맨 ep.64","2020-08-14T09:00:12Z","UCwx6n_4OcLgzAGdty0RWCoA","워크맨-Workman","10","2020-08-14T00:00:00Z","studiolululala|JTBC|스튜디오룰루랄라|룰루랄라|워크맨|직업리뷰|알바리뷰|알바썰|알바|직업|장성규|김민아|와썹맨|workman|job|wassupman|아르바이트|후기|알바후기|직업후기|실내낚시|낚시|실내낚시터|낚시장|실내낚시장|낚시꾼|미끼|낚시대|낚시터알바|떡밥|잉어|붕어|참돔|광어|월척|문어|찌|야간낚시|배낚시|낚임|피싱|phishing|사람낚는어부|낚시짤|어그로|회|낚시용품|손맛|취미","824981","16572","330","1771","https://i.ytimg.com/vi/t93TZq10fyg/default.jpg","False","False","JOB것들아~~~♥ 인력소장이다,,,,~~~울,,~ 잡것들도,,~스트레스 쌓이면,,~,,,~ 취미생활,,~ 하면서,,~ 풀어봐라,,,~ ㅎ 강추,,~ 한다,,~ 참고로,,~ 내,, 취미는,,,~워크맨 보기다,,,~^^ㅋ~~ 세상의 모든 job것들을 리뷰한다 [워크맨]▶ 매주 금 오후 6시 공개#워크맨 #workman #장성규 #실내낚시 #실내낚시터알바#직업리뷰 #알바리뷰 #스튜디오룰루랄라"
"nyzhtvtJWDQ","SuperM 슈퍼엠 ‘100' MV","2020-08-14T04:00:12Z","UCEf_Bc-KVd7onSeifS3py9g","SMTOWN","10","2020-08-14T00:00:00Z","[None]","3964142","1035685","15660","104423","https://i.ytimg.com/vi/nyzhtvtJWDQ/default.jpg","False","False","SuperM's new single “100” is out!🎧Listen and download on your favorite platform: https://superm.lnk.to/100📀SuperM The 1st Album Super One Pre-order: https://superm.lnk.to/SuperOne🎁SuperM Official Store: https://SuperM.lnk.to/OfficialStore ►Subscribe to SuperM on YouTube!https://www.youtube.com/superm?sub_confirmation=1►SuperM Officialhttps://www.supermofficial.comhttps://www.youtube.com/SuperMhttps://www.twitter.com/SuperMhttps://www.instagram.com/SuperMhttps://www.facebook.com/SuperM#SuperM #슈퍼엠 #SuperM100 #SuperOne #WeGo100 #WeGoHundred #SuperM100 #SuperMgoes100 #WeAreTheFuture #SuperMthefutureSuperM 슈퍼엠 ‘100’ MV ℗© SM Entertainment under exclusive license to UMG Recordings, Inc."
"Dm0-kt2Fk0Q","의사가 슈퍼카 자랑하는 진짜 이유!!! #오가나 #뒷광고","2020-08-12T14:03:33Z","UC2vZ-y5LAIaqJt5aIp9o-Tg","김용호연예부장","24","2020-08-14T00:00:00Z","[None]","495428","16866","2236","3303","https://i.ytimg.com/vi/Dm0-kt2Fk0Q/default.jpg","False","False",""
